	category
6233	7
7169	8
2986	3
8207	9
7264	8
1768	2
1313	1
1867	2
668	0
3619	4
4780	5
6642	7
8403	9
5899	7
3069	3
7005	8
5980	7
1320	1
8214	9
4091	4
7831	9
1948	2
1338	1
4320	4
6449	7
8168	9
5163	5
4631	5
3087	3
4113	4
932	0
5685	6
6928	8
7318	8
6736	7
815	0
4535	5
6447	7
5976	7
3562	4
751	0
3943	4
1400	1
4131	4
5397	5
4357	4
1048	1
8238	9
1164	1
4990	5
4037	4
7019	8
7876	9
3831	4
1723	2
661	0
3008	3
2268	2
533	0
3387	3
3842	4
8350	9
4408	4
586	0
4271	4
6960	8
7679	8
6695	7
4760	5
129	0
2579	3
2412	2
686	0
2783	3
6770	7
231	0
1619	2
1829	2
4347	4
7544	8
6612	7
6853	8
1259	1
1172	1
2365	2
2429	3
876	0
35	0
1162	1
3740	4
3713	4
8604	9
4993	5
5071	5
8332	9
3267	3
1192	1
2699	3
5185	5
5468	6
6905	8
2525	3
6516	7
1803	2
3373	3
7185	8
5524	6
7748	9
898	0
5901	7
224	0
4473	5
3866	4
555	0
8286	9
3452	4
3545	4
4025	4
3623	4
8544	9
6583	7
1104	1
649	0
7235	8
2760	3
4194	4
2895	3
7348	8
2854	3
4837	5
7302	8
4326	4
334	0
290	0
1819	2
3546	4
687	0
3487	4
3338	3
1704	2
2039	2
7438	8
3863	4
2079	2
7439	8
6641	7
729	0
6254	7
3906	4
1437	2
5991	7
1924	2
4507	5
7489	8
7225	8
3329	3
3242	3
6381	7
5836	7
422	0
4373	4
7454	8
1953	2
8066	9
8607	9
531	0
4455	5
2256	2
691	0
7540	8
5383	5
467	0
1294	1
1784	2
6248	7
1531	2
430	0
2075	2
2074	2
5615	6
7342	8
7	0
3639	4
7054	8
4938	5
8404	9
2257	2
8690	9
1594	2
6966	8
2048	2
5070	5
191	0
964	0
4908	5
6163	7
1055	1
1025	1
7204	8
1655	2
3412	3
591	0
6216	7
7088	8
3468	4
6983	8
2313	2
4439	5
1352	1
1314	1
7271	8
2592	3
1359	1
8033	9
8218	9
2315	2
822	0
4680	5
3995	4
5492	6
5545	6
1491	2
7355	8
4517	5
8257	9
3666	4
6820	8
1498	2
2998	3
8004	9
6385	7
312	0
863	0
4430	5
1168	1
1140	1
6100	7
7989	9
8671	9
5749	6
682	0
5950	7
3071	3
6095	7
8160	9
901	0
5048	5
3336	3
7505	8
7024	8
864	0
1774	2
4188	4
2032	2
5835	7
4603	5
4544	5
5282	5
1977	2
6485	7
21	0
4958	5
324	0
6882	8
4808	5
4362	4
2096	2
8678	9
2359	2
6289	7
8088	9
2974	3
3091	3
8387	9
3186	3
6404	7
2324	2
1834	2
7855	9
4079	4
2421	2
5680	6
5659	6
1443	2
1518	2
2059	2
1456	2
4724	5
2099	2
1067	1
4767	5
6650	7
2915	3
7722	8
542	0
4968	5
3011	3
343	0
2686	3
3821	4
4100	4
7369	8
429	0
5366	5
5686	6
5023	5
6446	7
7567	8
3397	3
439	0
7200	8
6663	7
8370	9
2010	2
5817	7
5314	5
1938	2
1950	2
435	0
8171	9
1052	1
2856	3
7620	8
5612	6
3721	4
665	0
6955	8
3523	4
4985	5
1245	1
0	0
8050	9
1766	2
8254	9
3551	4
5157	5
7334	8
7882	9
5623	6
7507	8
7555	8
6513	7
2297	2
3218	3
2772	3
5299	5
6030	7
1375	1
5796	6
6072	7
2600	3
8292	9
5537	6
8561	9
5166	5
2114	2
6495	7
5788	6
6973	8
5809	7
201	0
4926	5
4677	5
933	0
4046	4
570	0
4817	5
726	0
5456	6
40	0
1968	2
5782	6
1771	2
1538	2
3999	4
4795	5
4519	5
4365	4
5618	6
5115	5
3972	4
4289	4
4851	5
8134	9
7051	8
1291	1
7261	8
1762	2
4135	4
4903	5
1036	1
482	0
8410	9
272	0
7030	8
2821	3
3572	4
6259	7
3418	3
380	0
2893	3
5014	5
2765	3
1807	2
6415	7
3352	3
7171	8
4120	4
4492	5
7580	8
95	0
7332	8
1033	1
519	0
5258	5
6794	7
103	0
8175	9
6845	8
1135	1
363	0
952	0
1983	2
6862	8
2281	2
6639	7
3036	3
3020	3
1576	2
4668	5
7288	8
1031	1
3276	3
4228	4
3928	4
391	0
568	0
171	0
802	0
7591	8
8430	9
4185	4
7035	8
1509	2
2329	2
5446	6
6870	8
4008	4
252	0
8492	9
727	0
6522	7
1183	1
4528	5
1634	2
7041	8
7648	8
3461	4
282	0
2330	2
4622	5
4888	5
378	0
5550	6
5855	7
6483	7
2018	2
7066	8
3655	4
810	0
6954	8
2643	3
6455	7
947	0
7755	9
6518	7
2687	3
5307	5
4522	5
1501	2
247	0
7619	8
543	0
8517	9
3381	3
1708	2
2627	3
7751	9
6927	8
1060	1
1727	2
7036	8
7523	8
7081	8
7286	8
6287	7
4941	5
3268	3
1453	2
850	0
4847	5
1616	2
1287	1
1640	2
1318	1
8439	9
5768	6
6560	7
2264	2
8201	9
4821	5
5972	7
3109	3
1390	1
7504	8
19	0
5289	5
3699	4
8556	9
3463	4
2439	3
4075	4
6010	7
1017	1
7984	9
1013	1
4236	4
2012	2
8328	9
4011	4
2216	2
5783	6
6041	7
1520	2
7450	8
4829	5
6370	7
8558	9
8061	9
2555	3
8358	9
7973	9
5790	6
3255	3
2199	2
1912	2
8279	9
4264	4
4238	4
669	0
6316	7
2112	2
7004	8
5459	6
3061	3
5840	7
3701	4
6674	7
6603	7
8236	9
3406	3
1936	2
3332	3
1288	1
8132	9
7809	9
5935	7
5781	6
7660	8
6668	7
5767	6
156	0
6372	7
772	0
6383	7
3075	3
7135	8
8258	9
5658	6
8535	9
7878	9
7638	8
7536	8
2413	2
1130	1
470	0
2685	3
5905	7
7712	8
1116	1
7121	8
3962	4
1363	1
3238	3
1165	1
3667	4
8290	9
6521	7
7893	9
8669	9
7700	8
8146	9
1825	2
1758	2
7598	8
5184	5
1447	2
2321	2
7424	8
473	0
2863	3
6314	7
8427	9
7525	8
6004	7
5818	7
5151	5
8053	9
3843	4
3579	4
2210	2
6681	7
4584	5
3451	4
3403	3
5802	6
4977	5
664	0
1097	1
3658	4
8435	9
6456	7
807	0
3743	4
2442	3
5676	6
2723	3
6585	7
6058	7
4972	5
806	0
1750	2
4943	5
4867	5
6992	8
5644	6
2917	3
183	0
4592	5
3638	4
7157	8
7317	8
2303	2
1463	2
1879	2
6658	7
5418	5
3266	3
4726	5
8170	9
8537	9
5834	7
2575	3
2559	3
8602	9
7320	8
919	0
862	0
5381	5
7483	8
2478	3
5786	6
3645	4
7720	8
7091	8
2779	3
4756	5
3932	4
6366	7
1398	1
6686	7
6555	7
6629	7
2050	2
4860	5
7577	8
6431	7
7097	8
3838	4
1315	1
4082	4
116	0
8582	9
7829	9
5110	5
7419	8
4551	5
3827	4
1646	2
6478	7
3347	3
7575	8
1215	1
6884	8
4237	4
2254	2
4764	5
6693	7
4355	4
8327	9
4856	5
2951	3
1574	2
4424	4
370	0
3896	4
6930	8
8395	9
4296	4
1600	2
8585	9
6082	7
2261	2
6220	7
1379	1
1550	2
3153	3
4014	4
4472	5
4035	4
6780	7
3945	4
977	0
7480	8
5359	5
7112	8
4520	5
5993	7
3330	3
1406	1
5215	5
1935	2
6353	7
2944	3
4879	5
338	0
8409	9
1123	1
3976	4
7516	8
2637	3
8717	9
1540	2
860	0
4208	4
4658	5
7618	8
5385	5
1445	2
7847	9
1035	1
6263	7
8253	9
7464	8
457	0
608	0
7845	9
6755	7
4887	5
8639	9
7817	9
3263	3
7014	8
4073	4
5193	5
7065	8
2123	2
4537	5
3829	4
5447	6
795	0
2896	3
8398	9
3778	4
4612	5
8442	9
2514	3
4708	5
707	0
4397	4
1357	1
8486	9
5441	6
6985	8
8077	9
6267	7
5315	5
6846	8
6052	7
4169	4
480	0
2901	3
7822	9
3815	4
4026	4
7011	8
337	0
8623	9
725	0
3735	4
6628	7
2438	3
24	0
3363	3
8284	9
5350	5
1648	2
7889	9
4695	5
6021	7
4346	4
5812	7
7437	8
7940	9
6517	7
5539	6
6168	7
8415	9
3232	3
6969	8
2988	3
6270	7
5535	6
3507	4
625	0
3944	4
1951	2
6387	7
6982	8
3753	4
6065	7
3522	4
7834	9
2738	3
7710	8
4982	5
4698	5
967	0
6243	7
3793	4
6624	7
3042	3
4796	5
720	0
2734	3
27	0
4590	5
5805	7
7539	8
6064	7
6040	7
6384	7
3187	3
561	0
516	0
6035	7
7190	8
6751	7
2900	3
7631	8
25	0
4468	5
5127	5
7675	8
1201	1
4138	4
5140	5
5238	5
7885	9
1949	2
6980	8
2194	2
5565	6
1885	2
2583	3
1944	2
2342	2
2373	2
497	0
8139	9
3161	3
2628	3
8705	9
7242	8
7304	8
6974	8
5450	6
5435	6
1098	1
4018	4
219	0
905	0
5141	5
8100	9
154	0
2295	2
4351	4
7799	9
7481	8
3692	4
6855	8
7266	8
2348	2
6361	7
84	0
8087	9
8459	9
8067	9
4165	4
4719	5
5752	6
198	0
1430	2
4345	4
706	0
1890	2
3912	4
5380	5
8547	9
2227	2
7397	8
946	0
8617	9
7471	8
2179	2
1937	2
1984	2
3646	4
8344	9
2527	3
2553	3
788	0
7145	8
2041	2
3933	4
643	0
4657	5
3719	4
5874	7
289	0
7007	8
251	0
4886	5
4666	5
2363	2
6933	8
2116	2
6838	8
5088	5
7494	8
4924	5
4846	5
6006	7
6995	8
166	0
6917	8
5494	6
2385	2
269	0
2312	2
545	0
5458	6
39	0
4447	5
4640	5
1450	2
4823	5
5180	5
775	0
1963	2
1662	2
7601	8
5063	5
2017	2
416	0
1229	1
5358	5
333	0
3327	3
2374	2
2130	2
222	0
1306	1
2293	2
1029	1
7644	8
5391	5
2680	3
4962	5
8211	9
2326	2
5361	5
1349	1
1489	2
7099	8
32	0
6599	7
7062	8
1300	1
5212	5
5916	7
2090	2
4878	5
4301	4
1972	2
4297	4
7034	8
6768	7
6472	7
6988	8
325	0
3990	4
1086	1
6565	7
8230	9
4499	5
3786	4
1246	1
6079	7
2691	3
2352	2
1214	1
2304	2
7434	8
5621	6
8003	9
5943	7
764	0
4509	5
5010	5
3982	4
1812	2
243	0
1597	2
6427	7
910	0
4966	5
6823	8
8224	9
7267	8
7856	9
5639	6
2989	3
8392	9
2212	2
6887	8
1757	2
8468	9
7187	8
8453	9
4207	4
8580	9
2536	3
4675	5
7884	9
7988	9
8716	9
4980	5
4012	4
2019	2
7707	8
6377	7
7600	8
7084	8
966	0
5225	5
5284	5
1127	1
1781	2
1960	2
4512	5
3682	4
7910	9
5403	5
6956	8
5433	6
3094	3
5076	5
1813	2
4221	4
3083	3
7709	8
5142	5
323	0
6157	7
6161	7
4843	5
5064	5
137	0
637	0
4469	5
4457	5
5914	7
3795	4
1542	2
3974	4
1579	2
3669	4
7828	9
7760	9
3220	3
8240	9
7687	8
99	0
2700	3
2271	2
3481	4
3179	3
1918	2
3926	4
2539	3
4411	4
7251	8
8545	9
4162	4
4822	5
544	0
3299	3
6649	7
6153	7
4855	5
294	0
6910	8
6578	7
8270	9
5424	5
5229	5
3702	4
8229	9
6261	7
896	0
6739	7
7095	8
654	0
6080	7
4716	5
6669	7
374	0
2845	3
4206	4
2599	3
805	0
3291	3
6835	8
702	0
684	0
7324	8
7331	8
7366	8
747	0
2301	2
5963	7
4342	4
2134	2
4954	5
4413	4
4354	4
2284	2
8177	9
6734	7
4784	5
6096	7
7693	8
7730	8
4610	5
3823	4
2983	3
6074	7
8523	9
7502	8
731	0
3110	3
1261	1
6440	7
7352	8
2653	3
7921	9
7735	9
1039	1
5493	6
8543	9
1561	2
6099	7
652	0
1418	1
3322	3
3314	3
2776	3
7322	8
2101	2
2838	3
1672	2
5096	5
8108	9
6670	7
1842	2
2766	3
8652	9
8005	9
7413	8
4839	5
1015	1
6761	7
3379	3
7649	8
4759	5
2197	2
3348	3
5724	6
5019	5
6573	7
1476	2
1775	2
3361	3
692	0
3861	4
8662	9
6643	7
6497	7
3606	4
2380	2
1289	1
722	0
5203	5
4379	4
3252	3
2124	2
4244	4
1365	1
8689	9
1851	2
6311	7
1292	1
8520	9
2204	2
7701	8
2170	2
5649	6
7375	8
8456	9
4942	5
4421	4
3003	3
3208	3
4632	5
3148	3
8470	9
6171	7
7763	9
331	0
6044	7
4128	4
421	0
6593	7
8080	9
8411	9
3377	3
8335	9
3967	4
5304	5
3750	4
4827	5
2118	2
7388	8
5843	7
1218	1
2596	3
2603	3
6877	8
7586	8
4545	5
2260	2
1457	2
2305	2
833	0
2921	3
5832	7
4714	5
7635	8
3818	4
5440	6
6244	7
5867	7
1605	2
7282	8
2208	2
427	0
6532	7
4467	5
5654	6
6347	7
7777	9
3131	3
2340	2
3814	4
4506	5
5657	6
7851	9
8336	9
6752	7
4452	5
5778	6
7562	8
5762	6
1907	2
6156	7
7674	8
7488	8
8606	9
5471	6
5873	7
8295	9
8331	9
7611	8
1210	1
3317	3
3555	4
4797	5
1947	2
7932	9
1906	2
216	0
4380	4
3848	4
1170	1
4205	4
1678	2
8509	9
197	0
4969	5
317	0
2162	2
4933	5
7683	8
163	0
5913	7
4460	5
7260	8
1094	1
3002	3
670	0
3605	4
7962	9
8526	9
884	0
6250	7
3046	3
4688	5
327	0
1388	1
4616	5
7167	8
605	0
3634	4
7965	9
4970	5
1488	2
3216	3
2279	2
6925	8
7951	9
69	0
7345	8
942	0
7196	8
8499	9
2405	2
3103	3
5404	5
8482	9
7074	8
6617	7
8165	9
1141	1
3343	3
6994	8
3340	3
5431	6
2980	3
5940	7
7727	8
4809	5
3033	3
524	0
8555	9
2432	3
7788	9
46	0
5926	7
7805	9
821	0
5704	6
1690	2
733	0
1638	2
1683	2
5297	5
6334	7
1100	1
6133	7
393	0
8491	9
4825	5
7000	8
7241	8
4407	4
978	0
3125	3
4738	5
5399	5
8447	9
7048	8
7308	8
4744	5
7440	8
214	0
8519	9
5049	5
7935	9
5423	5
6268	7
3937	4
5422	5
7023	8
5954	7
846	0
2064	2
7999	9
2052	2
7050	8
1361	1
228	0
6276	7
1667	2
8565	9
4107	4
1283	1
5828	7
4065	4
6211	7
1146	1
8113	9
402	0
1	0
5155	5
2481	3
2069	2
1420	1
1244	1
8378	9
4376	4
47	0
1581	2
8460	9
6529	7
1840	2
7037	8
6000	7
7443	8
1845	2
3742	4
3356	3
1981	2
5700	6
2217	2
5164	5
4240	4
5585	6
6710	7
7916	9
3246	3
3917	4
5430	6
5679	6
3675	4
5917	7
145	0
3051	3
4070	4
2797	3
8289	9
2675	3
6324	7
2839	3
6574	7
1585	2
4353	4
1693	2
5460	6
5894	7
8013	9
5175	5
5872	7
463	0
2780	3
7202	8
2549	3
4366	4
8163	9
8119	9
2053	2
2620	3
8564	9
530	0
3234	3
6545	7
4033	4
8154	9
630	0
5868	7
7623	8
938	0
3070	3
1061	1
5721	6
5884	7
7982	9
511	0
6571	7
6753	7
8044	9
5484	6
2677	3
4428	4
3409	3
2477	3
7467	8
4547	5
5199	5
3160	3
4813	5
4836	5
8256	9
7315	8
2094	2
4920	5
4609	5
6319	7
7314	8
2178	2
1526	2
2229	2
1858	2
7584	8
5334	5
7846	9
3526	4
4329	4
4859	5
396	0
3978	4
2332	2
3774	4
5697	6
1161	1
1546	2
6339	7
7218	8
2500	3
1155	1
1722	2
7963	9
1702	2
611	0
3846	4
1926	2
4868	5
7835	9
3333	3
174	0
5613	6
5897	7
4922	5
4323	4
8712	9
1514	2
5176	5
4007	4
1899	2
5732	6
454	0
5363	5
588	0
5368	5
3492	4
1158	1
5696	6
6864	8
2246	2
2009	2
71	0
3025	3
2562	3
6452	7
6198	7
5951	7
4101	4
5152	5
8542	9
7110	8
1274	1
2517	3
6981	8
5298	5
4715	5
935	0
4440	5
7416	8
1473	2
4957	5
5173	5
8345	9
3182	3
118	0
7223	8
2673	3
6038	7
2936	3
1957	2
7791	9
2741	3
889	0
5134	5
4020	4
8467	9
3882	4
6962	8
5156	5
6616	7
4005	4
5097	5
2967	3
1043	1
5009	5
3012	3
6090	7
4910	5
4909	5
7929	9
809	0
4038	4
80	0
8571	9
5569	6
5078	5
832	0
1105	1
7353	8
7092	8
7444	8
3748	4
3633	4
5245	5
7409	8
6264	7
2903	3
6849	8
1281	1
8326	9
2918	3
1096	1
4371	4
3755	4
485	0
5624	6
148	0
7372	8
4897	5
785	0
8022	9
3465	4
803	0
4852	5
7163	8
5013	5
2925	3
7391	8
2923	3
433	0
3722	4
7872	9
1790	2
2093	2
7356	8
3344	3
2737	3
3217	3
2847	3
1176	1
1752	2
7101	8
5968	7
4940	5
3491	4
5321	5
2344	2
7768	9
7090	8
6160	7
5170	5
3214	3
5864	7
8372	9
4583	5
3078	3
4094	4
6897	8
7319	8
6214	7
6996	8
4298	4
6413	7
2957	3
1523	2
4494	5
6350	7
7142	8
265	0
3850	4
2740	3
2616	3
207	0
4172	4
7880	9
4974	5
496	0
4233	4
1632	2
3819	4
953	0
6172	7
7096	8
7236	8
4445	5
7289	8
1772	2
1941	2
4142	4
2149	2
6829	8
4285	4
8131	9
1609	2
4607	5
4105	4
3250	3
3900	4
5346	5
8540	9
4949	5
3597	4
3913	4
8252	9
3399	3
2056	2
1499	2
8567	9
4041	4
578	0
8031	9
20	0
2964	3
5656	6
1644	2
767	0
970	0
5243	5
5890	7
728	0
7179	8
6076	7
2098	2
8277	9
4251	4
2542	3
1279	1
4085	4
6778	7
1024	1
4874	5
3998	4
302	0
7534	8
3041	3
3104	3
5607	6
1436	2
1064	1
3790	4
3763	4
1280	1
6081	7
4761	5
4333	4
6203	7
761	0
4869	5
5709	6
7747	9
3479	4
5754	6
6575	7
6057	7
2939	3
5367	5
2243	2
5224	5
4902	5
1955	2
1257	1
3184	3
3813	4
7708	8
6027	7
164	0
2137	2
2161	2
2656	3
7022	8
3460	4
6696	7
7237	8
6579	7
8438	9
4262	4
7565	8
7362	8
2867	3
1173	1
205	0
1049	1
2195	2
7040	8
3093	3
7098	8
5797	6
7400	8
5792	6
4422	4
4532	5
6453	7
4563	5
8339	9
3439	4
1483	2
7209	8
274	0
2343	2
8649	9
5994	7
1412	1
4775	5
1841	2
4277	4
3088	3
7478	8
527	0
3448	4
62	0
8568	9
3137	3
6419	7
883	0
7714	8
2722	3
8686	9
8081	9
2427	2
6190	7
4834	5
3473	4
5244	5
1873	2
4577	5
1414	1
1384	1
3029	3
8340	9
2236	2
2958	3
3136	3
8149	9
465	0
2587	3
4144	4
6524	7
7957	9
7310	8
2631	3
3269	3
4917	5
4548	5
4952	5
6764	7
8668	9
3026	3
1128	1
8516	9
2501	3
5325	5
1174	1
3414	3
8462	9
4068	4
3833	4
1839	2
3	0
3175	3
6238	7
1733	2
2809	3
8402	9
6651	7
2648	3
4463	5
8097	9
4049	4
5937	7
2270	2
6875	8
902	0
4461	5
8202	9
8083	9
4159	4
2556	3
6008	7
5920	7
2881	3
6991	8
6189	7
5870	7
6060	7
6067	7
8208	9
2248	2
4112	4
1571	2
41	0
7795	9
5476	6
1148	1
2554	3
1308	1
8600	9
1393	1
4496	5
7053	8
7381	8
3890	4
4324	4
872	0
8648	9
5510	6
2360	2
2463	3
5172	5
5340	5
1917	2
3628	4
7969	9
4664	5
7154	8
1628	2
4965	5
6976	8
7930	9
7551	8
297	0
3382	3
1434	2
4534	5
218	0
1109	1
7680	8
2762	3
3019	3
6232	7
6256	7
6747	7
2192	2
5734	6
3891	4
6784	7
436	0
7692	8
6590	7
5858	7
3264	3
1965	2
3038	3
7335	8
7016	8
2060	2
8167	9
4718	5
8598	9
262	0
6533	7
5453	6
3731	4
1940	2
7249	8
4299	4
120	0
2782	3
7866	9
1588	2
5037	5
7568	8
4873	5
5087	5
5787	6
3732	4
2812	3
7089	8
5050	5
8121	9
7015	8
8414	9
3116	3
4024	4
7936	9
2571	3
117	0
7002	8
7599	8
6066	7
3305	3
6460	7
741	0
6509	7
3772	4
7612	8
1629	2
7593	8
2121	2
7326	8
847	0
3737	4
7759	9
8457	9
1728	2
3052	3
152	0
1023	1
2011	2
5239	5
8296	9
6183	7
5978	7
7909	9
5988	7
8299	9
3177	3
2175	2
195	0
6830	8
4310	4
2475	3
138	0
4682	5
8533	9
3345	3
1717	2
8599	9
7245	8
6265	7
2541	3
4613	5
1800	2
5636	6
7689	8
2267	2
4149	4
8687	9
7230	8
3325	3
7656	8
8685	9
86	0
4160	4
4620	5
5594	6
2694	3
200	0
503	0
2276	2
955	0
583	0
7026	8
4951	5
2791	3
7606	8
7203	8
2409	2
7836	9
4604	5
2320	2
7775	9
5641	6
1631	2
8640	9
1824	2
4479	5
8576	9
5313	5
3455	4
5251	5
8180	9
2613	3
8348	9
7254	8
7719	8
4303	4
263	0
8703	9
7630	8
4538	5
5025	5
7900	9
3536	4
8086	9
2003	2
5376	5
6363	7
610	0
489	0
1742	2
7495	8
3941	4
2928	3
3552	4
4777	5
1046	1
2381	2
2398	2
8615	9
3653	4
3303	3
352	0
1958	2
1823	2
3671	4
8727	9
340	0
3294	3
3877	4
1304	1
2678	3
635	0
4313	4
132	0
6107	7
2251	2
7272	8
7574	8
7724	8
633	0
5098	5
449	0
5073	5
3309	3
8729	9
4016	4
1322	1
8473	9
5056	5
1719	2
3295	3
4671	5
6775	7
5599	6
2572	3
3610	4
7255	8
8554	9
5495	6
6056	7
2818	3
2826	3
3230	3
2494	3
6118	7
1233	1
5717	6
5715	6
2894	3
353	0
2280	2
6443	7
260	0
1460	2
1922	2
3661	4
5382	5
1903	2
1312	1
4123	4
5846	7
8702	9
4768	5
1925	2
2954	3
8072	9
3287	3
3172	3
36	0
2259	2
1714	2
979	0
1269	1
6014	7
355	0
141	0
897	0
6204	7
7033	8
7996	9
7875	9
7468	8
1345	1
854	0
5186	5
2451	3
4553	5
4705	5
2520	3
1881	2
719	0
1072	1
4892	5
6842	8
6526	7
7010	8
7607	8
6798	7
1373	1
5949	7
2649	3
3360	3
4645	5
1227	1
6406	7
6486	7
3453	4
4842	5
147	0
4317	4
7283	8
2474	3
8250	9
4841	5
4222	4
867	0
2036	2
5861	7
4276	4
2729	3
8303	9
5345	5
6062	7
2336	2
1260	1
5292	5
6602	7
4040	4
2448	3
1309	1
3427	3
5664	6
1293	1
3857	4
52	0
6824	8
8634	9
3296	3
1356	1
3950	4
7774	9
1577	2
7224	8
1902	2
4643	5
4189	4
8425	9
7430	8
4464	5
3405	3
7500	8
1069	1
4178	4
6071	7
6821	8
853	0
3769	4
7977	9
7706	8
4865	5
609	0
843	0
680	0
5147	5
5655	6
2550	3
7166	8
4850	5
623	0
4565	5
1921	2
6458	7
4721	5
6178	7
4593	5
2146	2
4866	5
1792	2
3060	3
3079	3
8104	9
407	0
4929	5
7899	9
5113	5
4923	5
258	0
6061	7
6490	7
2418	2
2273	2
4115	4
5964	7
5702	6
1894	2
8530	9
5300	5
1383	1
1712	2
3789	4
5560	6
2247	2
5233	5
2310	2
792	0
6359	7
3342	3
921	0
7422	8
8577	9
8719	9
6315	7
7816	9
1372	1
6769	7
1409	1
268	0
349	0
6880	8
3248	3
3687	4
2767	3
2953	3
1617	2
318	0
8023	9
1999	2
6689	7
8590	9
196	0
7070	8
2624	3
7365	8
8169	9
6909	8
554	0
2354	2
4785	5
3898	4
6246	7
3421	3
5086	5
5288	5
3261	3
6432	7
6020	7
8553	9
828	0
7686	8
7102	8
6888	8
87	0
3425	3
4453	5
2407	2
3531	4
1735	2
976	0
4083	4
6756	7
1160	1
2181	2
4220	4
8034	9
2864	3
6563	7
8217	9
1329	1
1419	1
2634	3
4931	5
193	0
3584	4
1991	2
283	0
3767	4
1340	1
1431	2
632	0
1637	2
158	0
5570	6
8355	9
3167	3
7477	8
2337	2
2837	3
6078	7
3386	3
5534	6
3394	3
8701	9
2433	3
6174	7
7147	8
7295	8
104	0
4364	4
6765	7
5666	6
4531	5
2930	3
2748	3
4700	5
5551	6
277	0
6284	7
1973	2
8095	9
8608	9
3539	4
1853	2
1761	2
5210	5
6011	7
1562	2
7216	8
1469	2
1114	1
3796	4
4247	4
8085	9
3532	4
3490	4
307	0
6378	7
763	0
5795	6
3139	3
1415	1
3734	4
2610	3
4930	5
4406	4
2169	2
7802	9
6094	7
4249	4
5568	6
3519	4
5276	5
499	0
495	0
5058	5
5663	6
3486	4
2595	3
2976	3
5799	6
8038	9
4013	4
1649	2
5158	5
5072	5
4656	5
5328	5
7604	8
7583	8
7685	8
7183	8
3591	4
619	0
2668	3
1047	1
7276	8
3517	4
2356	2
7633	8
4914	5
5883	7
3319	3
3133	3
7238	8
6146	7
1157	1
2679	3
4399	4
2410	2
4749	5
7676	8
7119	8
182	0
4216	4
3237	3
4818	5
1975	2
5254	5
3030	3
8341	9
3929	4
6281	7
4387	4
4737	5
2676	3
125	0
5375	5
5813	7
4711	5
4876	5
3199	3
4048	4
6218	7
1818	2
8451	9
6192	7
1691	2
6721	7
1522	2
1583	2
8581	9
8314	9
8646	9
5080	5
8093	9
7127	8
7085	8
3684	4
5174	5
3422	3
4253	4
4267	4
3202	3
556	0
6182	7
75	0
5735	6
7979	9
8120	9
2946	3
956	0
1332	1
410	0
2771	3
1387	1
5743	6
5490	6
6512	7
5026	5
1793	2
6777	7
2499	3
2775	3
8437	9
5825	7
1311	1
7796	9
6539	7
7819	9
3015	3
6839	8
8362	9
1108	1
175	0
1216	1
1006	1
2272	2
1428	1
4845	5
48	0
2043	2
2929	3
4486	5
4774	5
4232	4
2792	3
2226	2
2955	3
1783	2
8630	9
6484	7
5181	5
6504	7
1601	2
7985	9
6893	8
8311	9
2947	3
5945	7
1467	2
5160	5
6614	7
6950	8
379	0
1798	2
2160	2
409	0
8397	9
2165	2
1235	1
7563	8
2277	2
124	0
3694	4
3691	4
866	0
5669	6
8246	9
553	0
8487	9
6296	7
7367	8
1454	2
6175	7
246	0
3538	4
6699	7
419	0
6935	8
2652	3
1677	2
2630	3
7726	8
3312	3
2487	3
892	0
7038	8
4039	4
8185	9
5626	6
4215	4
8082	9
3443	4
4052	4
5000	5
2824	3
7848	9
7617	8
5509	6
1276	1
4956	5
478	0
3884	4
6878	8
4696	5
4799	5
1190	1
6789	7
8658	9
3738	4
4103	4
4193	4
6222	7
1053	1
6781	7
5004	5
7814	9
6461	7
7273	8
711	0
361	0
264	0
7199	8
8443	9
1337	1
8723	9
2882	3
8413	9
5084	5
5425	5
3308	3
5211	5
8677	9
8276	9
7547	8
3155	3
8695	9
4425	4
778	0
3745	4
8506	9
7694	8
7776	9
6677	7
2584	3
8636	9
7800	9
5502	6
438	0
8307	9
1475	2
3204	3
7603	8
4171	4
4542	5
3442	4
7905	9
5218	5
3510	4
1350	1
6322	7
3970	4
5602	6
4786	5
8045	9
6253	7
7794	9
3626	4
640	0
5033	5
6531	7
659	0
950	0
3290	3
1986	2
273	0
7615	8
6055	7
4161	4
6165	7
736	0
1996	2
8481	9
4490	5
8563	9
2465	3
3751	4
286	0
229	0
3726	4
4281	4
5562	6
8001	9
971	0
757	0
3372	3
8216	9
5042	5
7349	8
780	0
6127	7
6336	7
6785	7
6703	7
414	0
885	0
5525	6
2115	2
3617	4
4912	5
3715	4
3663	4
1040	1
4045	4
6206	7
906	0
5906	7
597	0
5413	5
6362	7
7399	8
6114	7
8181	9
7764	9
6104	7
2739	3
6382	7
6451	7
330	0
2924	3
3005	3
8436	9
8595	9
8020	9
7743	9
4168	4
5933	7
4217	4
2164	2
6540	7
4475	5
7690	8
1369	1
8489	9
2745	3
8566	9
5083	5
6997	8
2891	3
6498	7
8552	9
3581	4
7253	8
8173	9
705	0
6918	8
2664	3
8007	9
6207	7
5713	6
3971	4
730	0
5053	5
6773	7
179	0
8722	9
2822	3
888	0
1721	2
8166	9
2622	3
5426	5
1296	1
472	0
4637	5
7160	8
450	0
1193	1
2661	3
5038	5
5267	5
2720	3
4877	5
8551	9
6779	7
5814	7
